City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Kosonsoy,UZ,41.2561,71.5508,34.36,33,100,1.86,overcast clouds
469,Zlitan,LY,32.4674,14.5687,58.96,58,49,14.7,scattered clouds
470,Port Shepstone,ZA,-30.7414,30.455,70.38,87,98,4.27,overcast clouds
471,Kayiry,UA,46.9454,33.7059,35.92,94,100,14.14,overcast clouds
472,Port Arthur,CN,38.8,121.2667,49.91,91,0,14.85,clear sky
473,Itarema,BR,-2.9248,-39.9167,81.18,76,55,14.23,broken clouds
474,Holme,DK,56.1138,10.1725,39.74,90,100,17.52,overcast clouds
475,Bintulu,MY,3.1667,113.0333,75.72,92,97,3.24,overcast clouds
476,Ancud,CL,-41.8697,-73.8203,62.13,60,0,3.96,clear sky
477,Quatre Cocos,MU,-20.2078,57.7625,78.1,73,58,13.11,broken clouds
478,Paamiut,GL,61.994,-49.6678,36.46,80,99,39.21,light rain
479,Samur,RU,41.8253,48.486,46.06,61,0,6.44,clear sky
480,Ankang,CN,32.68,109.0172,43.93,71,0,0.6,clear sky
481,Anzhero-Sudzhensk,RU,56.081,86.0285,24.46,93,100,10.42,overcast clouds
482,Oyama,JP,36.3,139.8,46.58,45,0,2.73,clear sky
483,Ketchikan,US,55.3422,-131.6461,32.47,86,40,5.75,scattered clouds
484,Rock Sound,BS,24.9,-76.2,77.92,66,55,12.93,broken clouds
485,Manggar,ID,-2.8833,108.2667,77.47,86,100,6.91,overcast clouds
486,Abu Zabad,SD,12.35,29.25,76.21,25,0,10.33,clear sky
487,Calvillo,MX,21.85,-102.7167,79.74,19,21,2.04,few clouds
488,Tomatlan,MX,19.9333,-105.25,86.77,56,100,8.88,overcast clouds
489,Sabang,ID,5.8933,95.3214,80.71,77,72,8.3,broken clouds
490,Vila,PT,42.0304,-8.1588,43.32,84,35,4.63,scattered clouds
491,Duluth,US,46.7833,-92.1066,32.59,46,1,4.0,clear sky
492,Tanete,ID,-3.9443,119.7848,76.73,90,100,2.95,overcast clouds
493,Vagur,FO,61.4732,-6.8119,41.49,55,99,18.41,overcast clouds
494,Aksha,RU,50.2814,113.2867,28.04,59,100,17.54,overcast clouds
495,Vilhena,BR,-12.7406,-60.1458,77.36,88,100,2.64,moderate rain
496,Nantucket,US,41.2835,-70.0995,42.03,61,1,3.44,clear sky
497,Udachnyy,RU,66.4167,112.4,-12.93,94,98,15.35,overcast clouds
498,Santiago,CL,-33.4569,-70.6483,92.17,17,0,9.22,clear sky
499,Barabai,ID,-2.5833,115.3833,74.07,99,100,2.42,overcast clouds
500,Waipawa,NZ,-41.4122,175.5153,65.03,59,94,12.44,light rain
501,Derzhavinsk,KZ,51.1,66.3167,18.19,89,92,7.02,overcast clouds
502,Gornyy,RU,55.1153,83.9059,25.79,94,100,11.1,overcast clouds
503,Mankono,CI,8.0586,-6.1897,83.61,43,26,3.0,scattered clouds
504,Boguchany,RU,58.3814,97.4531,20.46,81,100,13.09,overcast clouds
505,Plouzane,FR,48.3833,-4.6167,48.07,76,40,16.11,scattered clouds
506,Tiarei,PF,-17.5333,-149.3333,84.22,71,71,12.08,broken clouds
507,Banda Aceh,ID,5.5577,95.3222,77.4,84,34,5.26,scattered clouds
508,Kovdor,RU,67.5662,30.4758,-3.26,100,97,1.36,overcast clouds
509,Garden City,US,42.3256,-83.331,44.94,30,20,7.0,few clouds
510,Bilma,NE,18.6853,12.9164,66.6,20,3,13.06,clear sky
511,Kapit,MY,2.0167,112.9333,73.11,100,72,0.51,broken clouds
512,Lompoc,US,34.6391,-120.4579,65.32,68,1,6.91,clear sky
513,Morondava,MG,-20.2833,44.2833,80.01,79,31,3.47,scattered clouds
514,Merauke,ID,-8.4667,140.3333,79.88,86,100,5.14,light rain
515,Mercedes,AR,-34.6515,-59.4307,79.03,61,100,12.95,overcast clouds
516,Boden,SE,65.8252,21.6886,6.8,97,93,4.29,overcast clouds
517,North Bend,US,43.4065,-124.2243,53.24,91,90,9.22,overcast clouds
518,Samarai,PG,-10.6167,150.6667,81.61,76,100,4.68,overcast clouds
519,Taksimo,RU,56.3444,114.8794,9.95,95,98,1.48,light snow
520,Moranbah,AU,-22.0016,148.0466,77.2,67,0,8.37,clear sky
521,Magistralnyy,RU,56.1725,107.4458,23.4,82,99,7.4,overcast clouds
522,Opuwo,NA,-18.0607,13.84,70.27,26,41,4.56,scattered clouds
523,Ust-Nera,RU,64.5667,143.2,-41.26,99,84,4.27,broken clouds
524,Kitimat,CA,54.0524,-128.6534,36.91,69,62,3.94,broken clouds
525,Margate,GB,51.3813,1.3862,42.91,73,96,3.0,overcast clouds
526,Polunochnoye,RU,60.8697,60.4153,4.71,93,100,8.86,light snow
527,Pringsewu,ID,-5.3582,104.9744,73.0,99,100,2.39,light rain
528,Pierre,US,44.3683,-100.351,39.06,42,100,5.99,overcast clouds
529,Hefei,CN,31.8639,117.2808,45.68,47,42,3.51,scattered clouds
530,Makakilo City,US,21.3469,-158.0858,75.29,68,75,0.0,light rain
531,Mitsamiouli,KM,-11.3847,43.2844,81.23,75,81,10.92,broken clouds
532,Fort Nelson,CA,58.8053,-122.7002,-9.58,92,100,0.85,overcast clouds
533,Biak,ID,-0.9131,122.8766,76.87,85,94,3.13,light rain
534,Nadym,RU,65.5333,72.5167,-26.14,100,55,6.11,broken clouds
535,Campbell River,CA,50.0163,-125.2446,40.26,83,13,1.01,few clouds
536,Pangody,RU,65.85,74.4859,-26.34,100,78,5.48,broken clouds
537,Bose,IT,45.4612,8.0137,37.24,77,5,3.27,clear sky
538,Douentza,ML,14.9951,-2.9517,77.97,12,100,4.16,overcast clouds
539,Nelson Bay,AU,-32.7167,152.15,70.0,71,91,1.99,overcast clouds
540,The Pas,CA,53.8251,-101.2541,5.7,91,89,3.06,overcast clouds
541,Talaya,RU,61.3833,152.75,-34.89,100,100,2.01,overcast clouds
542,Beira,MZ,-19.8436,34.8389,80.69,78,0,13.8,clear sky
543,Kaniama,CD,-7.5667,24.1833,69.19,85,54,2.01,broken clouds
544,Peruibe,BR,-24.32,-46.9983,71.96,84,72,7.96,broken clouds
545,Ust-Kishert,RU,57.3654,57.2495,33.73,97,100,13.8,light rain
546,Kabalo,CD,-6.05,26.9167,71.83,84,1,3.56,clear sky
547,Chitral,PK,35.8462,71.7858,43.59,89,100,1.32,overcast clouds
548,Lebedyn,UA,50.5852,34.4849,28.85,85,15,4.52,few clouds
549,Gimli,CA,50.6336,-96.9907,13.42,88,44,7.43,scattered clouds
550,George Town,MY,5.4112,100.3354,79.9,78,20,9.22,few clouds
551,Solnechnyy,RU,50.7214,136.6319,-3.53,87,65,6.35,broken clouds
552,Toronto,CA,43.7001,-79.4163,39.07,54,69,1.99,broken clouds
553,Zhuanghe,CN,39.7008,122.9911,37.06,68,14,0.34,few clouds
554,Huejuquilla El Alto,MX,22.6,-103.8667,77.18,21,77,3.56,broken clouds
555,Loubomo,CG,-4.1997,12.6739,71.83,97,97,1.41,overcast clouds
556,Sisimiut,GL,66.9395,-53.6735,35.38,80,100,11.36,overcast clouds
557,Payo,ID,-3.7508,103.6372,72.19,99,100,1.66,overcast clouds
558,Port Hardy,CA,50.6996,-127.4199,38.75,93,75,4.61,light rain
559,Nikki,BJ,9.9401,3.2108,76.87,19,89,4.52,overcast clouds
560,Virginia Beach,US,36.8529,-75.978,61.02,72,75,10.36,broken clouds
561,Zonguldak,TR,41.25,31.8333,48.13,93,100,3.74,overcast clouds
562,Hvide Sande,DK,56.0045,8.1294,39.49,88,100,22.08,overcast clouds
563,Kirensk,RU,57.7853,108.1119,23.67,91,100,10.71,light snow
564,Japura,ID,-0.3167,102.35,73.15,98,100,1.21,light rain
565,Oudtshoorn,ZA,-33.5907,22.2014,61.83,94,100,5.73,moderate rain
566,Zhengjiatun,CN,43.5064,123.5064,24.03,78,0,14.29,clear sky
567,Dillon,US,34.4166,-79.3712,74.25,47,97,4.83,overcast clouds
568,Namatanai,PG,-3.6667,152.4333,82.29,79,75,4.03,broken clouds
569,Inta,RU,66.0317,60.1659,-14.55,88,71,9.24,broken clouds
570,Bafata,GW,12.1667,-14.75,78.37,68,68,6.24,broken clouds
571,Waverley,ZA,-25.7023,28.2591,65.53,81,100,1.72,overcast clouds
572,Miles City,US,46.4083,-105.8406,39.51,60,90,17.27,overcast clouds
573,Slave Lake,CA,55.2834,-114.769,6.78,85,90,13.8,light snow
574,Grand Gaube,MU,-20.0064,57.6608,78.39,71,61,1.99,broken clouds
575,Saint-Augustin,CA,51.226,-58.6502,21.43,55,35,18.66,scattered clouds
576,Makhinjauri,GE,41.6739,41.694,55.26,38,20,23.02,few clouds
577,Dawei,MM,14.0833,98.2,63.28,55,100,7.05,overcast clouds
578,Sapa,PH,5.1544,120.3241,79.75,82,99,18.68,overcast clouds
579,Muros,ES,42.7762,-9.0603,54.23,93,100,12.64,overcast clouds
580,Olinda,BR,-8.0089,-34.8553,82.13,78,75,6.91,broken clouds
581,Wamba,NG,8.9333,8.6,78.75,32,84,4.36,broken clouds
582,Carbonia,IT,39.1672,8.5222,57.99,84,39,17.76,scattered clouds
583,Skibotn,NO,69.3913,20.2679,19.49,99,56,15.73,broken clouds
584,Usinsk,RU,65.9939,57.5281,-11.22,84,66,12.68,broken clouds
585,Luxor,EG,25.6989,32.6421,67.59,24,97,5.57,overcast clouds
586,Bilibino,RU,68.0546,166.4372,-40.52,99,65,4.76,broken clouds
587,Dunedin,NZ,-45.8742,170.5036,54.81,66,100,3.0,moderate rain
588,Plettenberg Bay,ZA,-34.0527,23.3716,62.47,94,100,19.19,light rain
589,Pangkalanbuun,ID,-2.6833,111.6167,72.3,97,100,2.3,overcast clouds
590,Tabas,IR,33.5959,56.9244,48.2,45,62,0.83,broken clouds
591,Chapleau,CA,47.8405,-83.4034,19.22,87,99,8.61,overcast clouds
592,Agua Verde,MX,22.9,-106.05,84.29,70,94,9.15,overcast clouds
593,Nabire,ID,-3.3667,135.4833,76.03,91,100,2.93,overcast clouds
594,Valky,UA,49.8387,35.6207,26.46,82,87,5.46,overcast clouds
595,Yarmouth,US,41.7057,-70.2286,43.18,64,90,5.75,overcast clouds
596,Valreas,FR,44.3837,4.9908,44.91,85,51,8.34,broken clouds
597,Yarada,IN,17.65,83.2667,75.52,83,75,3.44,broken clouds
598,Jacareacanga,BR,-6.2222,-57.7528,78.03,94,100,1.48,overcast clouds
599,Innisfail,AU,-17.5333,146.0333,81.88,74,22,4.74,few clouds
600,Esik,KZ,43.3552,77.4525,26.02,53,91,4.14,overcast clouds
601,Todos Santos,MX,23.45,-110.2167,87.01,74,100,13.42,overcast clouds
602,Sal Rei,CV,16.1833,-22.9167,72.16,73,100,19.66,overcast clouds
603,Sorland,NO,67.667,12.6934,26.67,62,11,17.25,few clouds
604,Shimsk,RU,58.212,30.7127,3.11,100,99,4.68,overcast clouds
605,Paracuru,BR,-3.41,-39.0306,83.1,77,53,12.15,broken clouds
606,Turukhansk,RU,65.8167,87.9833,-31.23,100,99,3.94,overcast clouds
607,Te Anau,NZ,-45.4167,167.7167,57.79,94,95,2.48,overcast clouds
608,Makat,KZ,47.6469,53.3463,33.01,64,57,11.61,broken clouds
609,Krasnaya Gorka,RU,55.1962,56.6673,33.48,98,100,17.02,light snow
610,Priargunsk,RU,50.3691,119.1012,4.66,99,100,1.9,overcast clouds
611,Goderich,CA,43.7501,-81.7165,38.91,56,100,25.08,overcast clouds
612,Eureka,US,40.8021,-124.1637,59.67,94,47,5.55,scattered clouds
613,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,45,40,15.01,scattered clouds
614,Marzuq,YE,14.4,46.4667,60.84,31,0,2.33,clear sky
615,San Policarpo,PH,12.1791,125.5072,77.92,80,82,21.0,broken clouds
616,Dolores,AR,-36.3132,-57.6792,66.52,68,98,8.34,overcast clouds
617,Guthrie,US,35.8789,-97.4253,58.28,71,90,3.44,overcast clouds
618,Abaete,BR,-19.16,-45.4458,74.98,76,85,4.59,overcast clouds
619,Pangai,TO,-19.8,-174.35,79.56,84,50,15.48,scattered clouds
620,Aden,YE,12.7794,45.0367,79.63,63,0,13.24,clear sky
621,Svetlogorsk,BY,52.6333,29.7333,29.53,85,100,9.4,overcast clouds
622,Mikhaylovka,RU,50.06,43.2379,33.78,97,100,4.97,light rain
623,Osmena,PH,10.5208,119.9258,81.09,72,48,22.88,scattered clouds
624,Yatou,CN,37.15,122.3833,41.58,75,0,6.49,clear sky
625,Humberto De Campos,BR,-2.5983,-43.4611,79.16,83,99,5.73,light rain
626,Namibe,AO,-15.1961,12.1522,70.68,69,14,6.17,few clouds
627,Bar Harbor,US,44.3876,-68.2039,28.9,42,1,0.0,clear sky
628,Pingliang,CN,35.5392,106.6861,34.07,25,0,3.53,clear sky
629,Pemangkat,ID,1.1667,108.9667,77.58,87,87,6.89,overcast clouds
630,La Ronge,CA,55.1001,-105.2842,2.93,83,100,2.37,overcast clouds
631,Batagay-Alyta,RU,67.8006,130.4114,-27.94,100,100,1.52,overcast clouds
632,Firovo,RU,57.4814,33.7021,11.3,99,91,2.1,overcast clouds
633,Flin Flon,CA,54.7682,-101.865,4.23,78,12,5.99,few clouds
634,Port Hedland,AU,-20.3167,118.5667,80.65,61,62,8.05,broken clouds
635,Dongsheng,CN,39.8161,109.9776,26.8,28,0,8.37,clear sky
636,Neiafu,TO,-18.65,-173.9833,80.31,80,72,9.69,light rain
637,Zhezkazgan,KZ,47.8043,67.7144,27.84,68,100,7.14,overcast clouds
638,Ucluelet,CA,48.9329,-125.5528,41.09,90,59,1.01,broken clouds
639,Maunabo,PR,18.0072,-65.8993,83.7,80,25,11.68,scattered clouds
640,Impfondo,CG,1.6381,18.0667,73.02,93,100,1.99,overcast clouds
641,Demirci,TR,39.0461,28.6589,45.7,94,100,4.63,overcast clouds
642,Staritsa,RU,56.5075,34.9354,19.92,96,94,1.12,overcast clouds
643,Kapuskasing,CA,49.4169,-82.4331,10.49,85,90,6.91,light snow
644,Leshukonskoye,RU,64.8989,45.7622,1.24,80,100,10.56,overcast clouds
645,Grand Baie,MU,-20.0182,57.5802,78.46,71,49,1.99,scattered clouds
646,Penarroya-Pueblonuevo,ES,38.3,-5.2667,50.45,85,100,6.46,overcast clouds
647,Salamiyah,SY,35.0113,37.0532,56.46,42,100,8.14,overcast clouds
648,Tamandare,BR,-8.7597,-35.1047,78.64,83,31,8.12,light rain
649,Lishu,CN,43.3047,124.3278,26.13,59,1,15.41,clear sky
650,Kuandian,CN,40.7286,124.7847,17.35,81,3,3.11,clear sky
651,Shimoda,JP,34.6667,138.95,42.1,65,39,11.5,scattered clouds
652,Bon Air,US,37.5249,-77.5578,57.97,60,1,1.01,clear sky
653,Padang,ID,-0.9492,100.3543,77.22,90,100,0.63,overcast clouds
654,Thanh Hoa,VN,19.8,105.7667,56.5,64,18,5.46,few clouds
655,Kargopol,RU,61.5071,38.9456,0.52,93,100,7.34,overcast clouds
656,Warkworth,NZ,-36.4,174.6667,69.53,92,100,10.67,overcast clouds
657,Yangambi,CD,0.8102,24.4336,71.6,97,100,1.23,overcast clouds
658,Mata,PT,40.683,-7.4592,39.92,98,16,5.99,few clouds
659,Popondetta,PG,-8.7537,148.2534,75.63,96,100,2.62,overcast clouds
660,Kataysk,RU,56.289,62.5841,34.65,83,100,17.56,overcast clouds
661,Arlit,NE,18.7369,7.3853,71.87,15,9,7.65,clear sky
662,Uarini,BR,-2.99,-65.1083,84.15,83,63,1.77,moderate rain
663,Grand-Santi,GF,4.25,-54.3833,76.1,97,83,2.17,light rain
664,Ponta Delgada,PT,37.7333,-25.6667,63.5,77,40,4.61,scattered clouds
665,Lata,PT,40.1629,-8.3327,53.82,97,9,3.13,clear sky
666,Tevriz,RU,57.509,72.4042,31.78,92,100,11.52,overcast clouds
667,Amalapuram,IN,16.5833,82.0167,73.38,88,61,1.74,light rain
668,Mocuba,MZ,-16.8392,36.9856,80.69,59,1,7.74,clear sky
669,Xapuri,BR,-10.6517,-68.5044,88.56,53,96,2.37,moderate rain
670,Sjovegan,NO,68.8726,17.8474,17.83,90,18,8.46,few clouds
671,Xuanhua,CN,40.6103,115.0447,31.64,40,0,2.44,clear sky
672,Merrill,US,45.1805,-89.6835,33.57,48,1,11.5,clear sky
673,Tura,IN,25.5198,90.2201,65.7,74,100,1.7,overcast clouds
674,Petropavlovka,RU,50.6114,105.3196,12.81,84,86,3.02,overcast clouds
675,Okhtyrka,UA,50.3104,34.8988,29.12,85,27,3.74,scattered clouds
676,Bitung,ID,1.4451,125.1824,74.25,82,100,5.7,light rain
677,Ascension,US,30.2169,-90.9001,81.03,60,75,0.0,broken clouds
678,Palmas Bellas,PA,9.2319,-80.0867,88.25,80,83,12.06,broken clouds
679,Aglalana,PH,11.1772,122.6567,70.93,94,56,5.75,broken clouds
680,Gusau,NG,12.1628,6.6614,75.07,22,49,9.35,scattered clouds
681,Meulaboh,ID,4.1363,96.1285,75.92,87,92,4.41,overcast clouds
682,Nanchang,CN,28.6833,115.8833,49.55,51,40,3.87,scattered clouds
683,Jabonga,PH,9.3431,125.5156,75.79,87,100,6.24,overcast clouds
684,Sawakin,SD,19.1059,37.3321,80.67,68,3,5.7,clear sky
685,Tromso,NO,69.6496,18.957,19.42,58,0,12.66,clear sky
686,Chabahar,IR,25.2919,60.643,75.02,66,0,9.93,clear sky
687,Madimba,TZ,-10.4,40.3333,78.8,82,82,8.48,broken clouds
688,Blagoyevo,RU,63.3667,47.9167,4.91,90,100,13.15,light snow
689,Malaya Serdoba,RU,52.4661,44.9512,30.43,80,100,8.01,overcast clouds
690,Tambovka,RU,50.0969,128.0489,6.91,91,39,13.22,scattered clouds
691,Ixtapa,MX,20.7,-105.2,81.63,74,20,10.36,few clouds
692,Rolla,US,37.9514,-91.7713,59.14,40,1,4.0,clear sky
693,Road Town,VG,18.4167,-64.6167,82.49,75,23,16.93,few clouds
694,Candelaria,PH,13.9311,121.4233,71.24,89,88,9.1,overcast clouds
695,Kwinana,AU,-32.25,115.7667,69.24,69,0,8.01,clear sky
696,Vao,NC,-22.6667,167.4833,76.32,84,75,16.69,broken clouds
697,Mandera,KE,3.9366,41.867,84.07,39,18,6.6,few clouds
698,Ostersund,SE,63.1792,14.6357,9.05,92,20,4.61,few clouds
699,Koupela,BF,12.1794,-0.3517,81.32,12,6,9.01,clear sky
700,Santa Cruz,BO,-17.8,-63.1667,85.46,70,75,10.36,broken clouds
701,Ibra,OM,22.6906,58.5334,65.05,69,1,1.52,clear sky
